,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
9915,Tgm1,230.7835393,-0.305202908,0.1237967,-2.465355758,0.013687727,0.045655527
9916,Rpl37rt,230.7005965,0.30130085,0.149298384,2.018111922,0.043579606,0.119438125
9917,Azin2,230.6486196,0.154597341,0.13201279,1.171078503,0.241567224,0.439430854
9918,Mrm3,230.3773589,-0.031191604,0.13820239,-0.225695114,0.821438558,0.913644611
9919,Cenpu,230.187334,-0.742334717,0.203658499,-3.644997479,0.000267394,0.00143136
9920,Pidd1,230.1356695,0.035671529,0.135114629,0.264009381,0.79177269,0.897894103
9921,A930004J17Rik,230.0808007,0.243285428,0.126949946,1.916388592,0.055315652,0.144566373
9922,Zfp938,230.0211502,0.258397925,0.139892861,1.847113028,0.064730761,0.16409497
9923,Gm10602,229.9144611,-0.334241619,0.209563361,-1.594943013,0.11072498,0.249466245
9924,Gm11131,229.6120178,-0.641662378,0.188163928,-3.410124272,0.000649333,0.003174916
9925,Pus7l,229.5824807,-0.202510981,0.137089871,-1.477213308,0.139618468,0.298014323
9926,Ddit4,229.3699115,0.390410987,0.257666948,1.515176821,0.129727631,0.281474819
9927,Rilp,229.2340629,-0.445714098,0.112453644,-3.963536279,7.38E-05,0.000441812
9928,Nudt14,229.0197954,0.268370356,0.124248579,2.159947091,0.030776766,0.090013467
9929,Pdgfc,228.9830049,-2.115253498,0.16778724,-12.60676018,1.94E-36,1.01E-34
9930,1110034G24Rik,228.9615019,0.157119657,0.260293681,0.603624554,0.546093285,0.736081609
9931,Zfp128,228.860696,0.532453504,0.175467947,3.034477303,0.002409529,0.01016229
9932,Mphosph9,228.5516502,0.393086847,0.120186449,3.270641998,0.001073037,0.004968965
9933,Pla1a,228.3748343,0.602304996,0.156075505,3.85906164,0.000113823,0.000658466
9934,Mef2c,227.8040284,-0.537314875,0.150455151,-3.571262741,0.000355264,0.001844791
9935,Fn3krp,227.7950632,0.259470607,0.136799543,1.896721298,0.057864731,0.149977354
9936,Metrn,227.5194697,0.175326495,0.220896,0.793706067,0.427366567,0.637942758
9937,Zc4h2,227.5008079,-0.093458103,0.132690498,-0.704331545,0.481226326,0.684957694
9938,Gm9821,227.2400997,0.080803271,0.191570805,0.421793243,0.673175938,0.82497822
9939,Gm5421,227.1258822,0.049342432,0.21724426,0.22712882,0.820323575,0.913141813
9940,Gm20707,227.0498697,0.191078339,0.157301217,1.214728929,0.224469495,0.417956907
9941,Cdca3,227.0399421,-0.404442137,0.207702274,-1.947220552,0.051508299,0.136638019
9942,Ccdc173,226.902958,-1.303579665,0.203531333,-6.404810727,1.51E-10,1.91E-09
9943,Cpeb3,226.8053945,-1.39732511,0.21933951,-6.370603785,1.88E-10,2.37E-09
9944,Gm43351,226.3558898,-0.183855908,0.140765161,-1.306117987,0.191512437,0.37405194
9945,Tsen15,226.3361907,0.203775301,0.164840477,1.236196986,0.216385351,0.407671595
9946,D930019O06Rik,226.1880296,0.46629303,0.163166944,2.857766521,0.004266342,0.016749789
9947,Platr25,226.1343881,-0.335160847,0.178656862,-1.876003206,0.06065484,0.155733666
9948,Zfp707,225.8898314,0.362866399,0.338529249,1.071890835,0.283769067,0.491178642
9949,Ipp,225.8414268,0.580010357,0.156049614,3.716833019,0.000201736,0.001109546
9950,A130010J15Rik,225.7102378,0.435063631,0.184764984,2.354686603,0.018538333,0.059036994
9951,Rasgrp4,225.1595758,-2.028787683,0.155057839,-13.08407045,4.06E-39,2.35E-37
9952,Nnt,225.0939202,-0.460596049,0.30136684,-1.528356768,0.126423982,0.276162407
9953,Cracr2b,224.7333597,0.259321197,0.184444296,1.405959434,0.159736171,0.328502526
9954,Bub1,224.4931903,0.313733381,0.174480133,1.798103749,0.072160568,0.178941238
9955,C330027C09Rik,224.389531,-0.264514155,0.156220616,-1.693209008,0.090415691,0.213405901
9956,Il20rb,224.1688011,-0.25803451,0.188540633,-1.368588327,0.171127995,0.345349307
9957,4930455G09Rik,224.0080099,-0.244197263,0.144281583,-1.69250474,0.090549777,0.2136548
9958,Map10,223.9283681,-0.641221104,0.165244275,-3.880443696,0.000104266,0.000609165
9959,Ugt1a2,223.8612052,1.942968499,1.391239881,1.396573319,0.162541918,0.33258261
9960,Zfp788,223.3072564,-0.338371599,0.355781668,-0.951065299,0.341571229,0.555818621
9961,E430018J23Rik,223.1439421,0.186372102,0.166618703,1.118554514,0.263330238,0.465950666
9962,Alg6,222.9320086,0.642435375,0.236748459,2.713577857,0.006656093,0.024694663
9963,AC147029.1,222.9065435,0.308524987,0.192379963,1.603727238,0.108774189,0.246201411
9964,Chml,222.8327257,-0.055187155,0.163366273,-0.337812412,0.735504556,0.865118559
9965,Rpsa-ps10,222.763855,0.297924716,0.159145472,1.872027599,0.061202785,0.156866039
9966,Tnfrsf12a,222.7496137,0.125052614,0.156146521,0.800867118,0.423208578,0.634159969
9967,Dusp18,222.6219735,0.533332136,0.190198428,2.80408278,0.005045995,0.019387558
9968,Hint3,222.5765537,0.698622328,0.149027817,4.687865268,2.76E-06,2.12E-05
9969,Gm9892,222.3578272,0.354532578,0.229601615,1.544120578,0.122559124,0.270037919
9970,Akap17b,222.0382174,0.019786511,0.133916403,0.147752705,0.882537935,0.947515076
9971,Rasal2,221.9963228,0.583183595,0.257085618,2.268441153,0.023302332,0.071206798
9972,Zfp595,221.9846285,-0.535733489,0.206702656,-2.591807479,0.009547318,0.033526067
9973,Gm5537,221.951474,0.002629355,0.252210227,0.01042525,0.991682005,0.996091759
9974,N4bp3,221.8840426,1.138854893,0.172776376,6.591496571,4.35E-11,5.85E-10
9975,Llph-ps2,221.8437698,0.192228179,0.131539305,1.461374443,0.14391271,0.30447052
9976,Fancl,221.6157776,0.063187969,0.19837277,0.318531462,0.750081833,0.873880874
9977,Ceacam19,221.5695139,-0.134003502,0.141420576,-0.947553079,0.343357022,0.557463729
9978,Prune2,221.454261,-1.084890807,0.188387055,-5.75883945,8.47E-09,9.09E-08
9979,Gm6682,221.2812491,-0.416776144,0.140424412,-2.967974991,0.002997687,0.012306228
9980,A730011C13Rik,221.1261752,-0.755500052,0.164400375,-4.595488604,4.32E-06,3.22E-05
9981,Gm6421,221.1113501,0.076964405,0.214585558,0.358665351,0.719845452,0.855195983
9982,Gm18752,221.1071452,-0.680862447,0.213400817,-3.190533461,0.001420104,0.006381434
9983,Tst,220.9357043,1.808216169,0.167578627,10.7902553,3.83E-27,1.37E-25
9984,Zfp580,220.7154341,0.455484135,0.304851585,1.494117654,0.13514487,0.290508383
9985,Dtl,220.5472686,-0.240885907,0.185764201,-1.296729432,0.194724299,0.378422792
9986,Pclaf,220.1737126,-0.810300817,0.151657953,-5.342949706,9.14E-08,8.67E-07
9987,Sh2d1b1,220.130438,-1.806443859,0.182473421,-9.899764309,4.17E-23,1.23E-21
9988,Clybl,219.7519563,0.033052912,0.132752711,0.248981068,0.803375426,0.904670237
9989,Gm13012,219.6604479,0.455521656,0.145595252,3.128684838,0.001755905,0.007715498
9990,Bcr,219.6029398,0.60857967,0.153478632,3.965240389,7.33E-05,0.000439209
9991,S100a9,219.4072912,-1.538282124,0.259719214,-5.922866074,3.16E-09,3.55E-08
9992,Rccd1,219.3218795,0.557525783,0.131316014,4.245680066,2.18E-05,0.00014351
9993,Gm10108,219.2616904,-0.5103032,0.221666363,-2.302122852,0.021328245,0.066270392
9994,Ube2c,219.0461363,-0.367324866,0.207242305,-1.772441519,0.076321295,0.186868852
9995,Mycl,218.5593418,3.166271936,0.214598844,14.75437553,2.88E-49,2.23E-47
9996,Rpl23a-ps3,218.5454274,0.230083534,0.168624712,1.364471023,0.172419368,0.347233946
9997,Aldoc,218.3716837,0.657622093,0.153709126,4.278354264,1.88E-05,0.000125602
9998,Sclt1,218.0579244,0.205961835,0.1435082,1.435192102,0.151232364,0.315455803
9999,Tasp1,217.8826302,0.520868576,0.159366777,3.268363608,0.001081713,0.005001989
10000,Nes,217.8730213,-1.636632286,0.139652894,-11.71928657,1.02E-31,4.47E-30
10001,Lpcat4,217.8635062,-0.204714421,0.177741299,-1.151754952,0.249421784,0.449301519
10002,Stxbp4,217.7351423,0.06838023,0.175694367,0.389199901,0.697128277,0.841010046
10003,Mzt2,217.715751,0.092915176,0.115486054,0.804557543,0.421075051,0.632211024
10004,Gstcd,217.4595487,-0.015324885,0.165277509,-0.092722143,0.926124305,0.966632517
10005,Kif5a,217.2047874,-0.537688199,0.146060233,-3.681277145,0.000232069,0.001259616
10006,Rbmx2,217.1020791,-0.102215189,0.221688963,-0.461074777,0.644744957,0.807167335
10007,Tatdn1,216.7847225,0.479974361,0.134916978,3.557553452,0.000374325,0.001937553
10008,Gm16026,216.569455,-0.406632421,0.180724282,-2.250015414,0.024447967,0.074149511
10009,Zdhhc2,216.41144,0.936409622,0.166862497,5.611863877,2.00E-08,2.05E-07
10010,Wdr35,216.2160535,0.487198164,0.154476933,3.153857054,0.00161128,0.007157723
10011,Lmbr1,216.1443476,0.401917164,0.171272314,2.346655774,0.018942746,0.060062284
10012,Spsb1,215.9898809,-0.693380494,0.138745817,-4.997487559,5.81E-07,4.92E-06
10013,Zgrf1,215.7932356,-0.371975424,0.145166594,-2.562403754,0.010395039,0.035956915
10014,Gm13841,215.6885101,0.230578943,0.175503077,1.313817098,0.188907762,0.370524626
10015,Diaph3,215.6763102,-0.203986761,0.201895637,-1.010357447,0.312324067,0.522179821
10016,Best1,215.5988015,0.822572627,0.13993074,5.878426926,4.14E-09,4.60E-08
10017,Tmem202,215.0765119,1.460109936,0.136332873,10.70988902,9.15E-27,3.21E-25
10018,Htra4,214.7559657,2.061888769,0.200311639,10.29340472,7.55E-25,2.43E-23
10019,Akr1c12,214.7479149,-0.25114451,0.150422469,-1.66959439,0.094999641,0.221597386
10020,Anxa9,214.7445499,-0.193228186,0.120468756,-1.603969306,0.108720818,0.246126398
10021,Gm6710,214.6710013,0.25630222,0.142231359,1.802009223,0.071543955,0.177770896
10022,Pard6a,214.5929917,0.138823889,0.140916427,0.985150502,0.32455015,0.536702189
10023,1700052K11Rik,214.5669782,-0.21772475,0.153875791,-1.414938299,0.157086588,0.324220575
10024,Scube3,214.3624025,0.059723487,0.204770445,0.291660679,0.770546076,0.885939149
10025,Serpinb6b,214.3215218,-0.815316694,0.15050436,-5.417229718,6.05E-08,5.85E-07
10026,Efr3b,214.2823938,-0.282756927,0.157054271,-1.800377187,0.0718011,0.178318611
10027,Cox6a2,214.2374269,0.464433574,0.183547988,2.530311437,0.011396132,0.038907076
10028,Pars2,214.0502189,0.047824636,0.15420042,0.310145949,0.756449971,0.878140142
10029,Zfp229,213.9507953,0.074945841,0.13985515,0.535881878,0.59204019,0.771101088
10030,Cd244,213.8328531,-0.796436054,0.125466794,-6.34778357,2.18E-10,2.74E-09
10031,Arap2,213.6093463,1.000504038,0.143859712,6.954720153,3.53E-12,5.23E-11
10032,Oxnad1,213.6050797,0.405208231,0.225345331,1.798165638,0.072150763,0.178941238
10033,Gm16845,213.2772011,0.073911332,0.166487313,0.443945731,0.65708182,0.815084258
10034,H2-DMb2,213.151423,0.393233208,0.161457795,2.435517017,0.014870525,0.04888726
10035,Gm5844,212.8934613,0.35205333,0.186030774,1.892446726,0.058431485,0.151014635
10036,Rps10-ps2,212.8813393,0.133944651,0.169594595,0.789793157,0.429648576,0.640106852
10037,Farp2,212.782895,-0.456927463,0.236710385,-1.930322838,0.053566849,0.14092492
10038,Ccdc171,212.7173148,0.00356384,0.14173029,0.025145227,0.979939125,0.990854541
10039,Gm22,212.2580111,1.629646197,0.208118889,7.830361806,4.86E-15,9.06E-14
10040,Cd80,212.2008972,-0.220892045,0.163215231,-1.353378877,0.175934622,0.352377149
10041,Gm13493,212.1866098,0.029207269,0.198846519,0.146883483,0.883223989,0.948049118
10042,Nsl1,211.9382196,0.060201552,0.156469135,0.384750335,0.700422398,0.842919435
10043,Asrgl1,211.3883619,1.177022992,0.155365411,7.575836764,3.57E-14,6.20E-13
10044,Gm12940,211.2104556,0.205635082,0.134603509,1.52770967,0.126584638,0.276420097
10045,Mcf2l,211.0708367,0.961062198,0.129577975,7.416863868,1.20E-13,1.99E-12
10046,Ccdc166,210.9082332,0.086515422,0.152425602,0.567591148,0.570312619,0.754950115
10047,Scai,210.8894501,0.908455259,0.795372573,1.142175743,0.253380977,0.453740676
10048,Nsun6,210.6844625,-0.066915407,0.152871578,-0.437723007,0.661587089,0.817482535
10049,Nars2,210.5641415,0.627594363,0.176433688,3.557111848,0.000374955,0.001940295
10050,Bex3,210.310171,0.111850296,0.207462031,0.539136222,0.589792863,0.769308814
10051,Gm15501,210.276824,0.407473885,0.174897467,2.329787222,0.0198174,0.06233368
10052,Gin1,209.8275419,0.297579241,0.146943048,2.025133171,0.042853692,0.117914421
10053,Rttn,209.8153265,-0.027669758,0.139028504,-0.199022196,0.842245382,0.925801391
10054,Gm10676,209.766054,-0.691244977,0.225331029,-3.067686599,0.002157227,0.009213911
10055,Gm12922,209.7357447,0.059871101,0.142287098,0.420776738,0.673918119,0.825391424
10056,Mamld1,209.6678949,-0.265142085,0.256964268,-1.031824725,0.302154234,0.511649944
10057,Rps13-ps1,209.5356761,0.405117166,0.248991138,1.627034478,0.103729775,0.237484339
10058,3110001I22Rik,209.0739755,-0.245149107,0.150677769,-1.626975959,0.103742204,0.237484804
10059,Fuom,208.9009506,0.511940848,0.161564124,3.168654247,0.001531465,0.006835399
10060,Ckap2l,208.852157,-0.520987616,0.294748905,-1.767564214,0.077133785,0.188525529
10061,Gm7935,208.5848943,-0.214162229,0.173619533,-1.233514602,0.217383832,0.408997416
10062,C1qtnf6,208.5496579,0.093537448,0.147655097,0.633486078,0.526416269,0.721285761
10063,Mettl4,208.5086323,0.189897263,0.204082268,0.930493694,0.352115528,0.56579182
10064,Gm6311,208.4442226,0.119063856,0.120291433,0.989794972,0.322274343,0.534172473
10065,Gm16973,208.2031335,-0.057936971,0.13166837,-0.440021937,0.659921219,0.816640948
10066,BC023105,208.1273303,-1.593944805,0.129822603,-12.27786819,1.19E-34,5.78E-33
10067,Rabl2,208.0439344,-0.153478879,0.173956943,-0.882280846,0.377624952,0.588459996
10068,Utp14b,207.9361797,-0.032354133,0.137251959,-0.235728027,0.81364372,0.909814246
10069,Zfp11,207.9193226,0.092977995,0.216756034,0.428952282,0.667957951,0.821198099
10070,Gm7030,207.856316,0.228757782,0.279875575,0.817355289,0.413725419,0.625295551
10071,Ifit1bl2,207.7303276,-0.208641865,0.164151801,-1.271030007,0.203717974,0.391243238
10072,Zfp606,207.7092159,0.132538868,0.1199858,1.104621288,0.269323723,0.473259397
10073,Tmem71,207.6411116,-0.529559554,0.150396789,-3.521082856,0.000429788,0.002193083
10074,Mettl26,207.1038983,0.578685241,0.182478944,3.171243923,0.001517876,0.00678001
10075,Nme4,206.9826836,-0.250392386,0.150654886,-1.662026321,0.096507497,0.224440876
10076,Gm4737,206.91449,0.501182432,0.156575615,3.200897106,0.001370004,0.00618061
10077,AC166827.1,206.8446179,-0.102835966,0.132302628,-0.777278336,0.436994574,0.647179736
10078,Proser3,206.5526452,0.13632962,0.158867206,0.858135689,0.390817543,0.602541396
10079,Hist2h2be,206.4072518,0.209306681,0.160760357,1.301979451,0.19292341,0.376029789
10080,Treml4,205.9403116,0.271308601,0.216979041,1.250390822,0.211156816,0.401166974
10081,Gm16580,205.837503,-0.107531534,0.142203372,-0.756181325,0.449540488,0.658331965
10082,Spata7,205.7791393,0.041406154,0.173446435,0.238725885,0.811318144,0.908413517
10083,Gm29585,205.7379701,-0.173440024,0.160067863,-1.083540575,0.278568551,0.4849859
10084,2210418O10Rik,205.6453959,0.394500291,0.135626023,2.908735959,0.003628932,0.014517223
10085,Rad51,205.5994505,-0.360103958,0.185812282,-1.93799868,0.052623384,0.139072678
10086,Fam122b,205.554954,0.001596283,0.24002253,0.006650555,0.994693664,0.997652774
10087,Lrrc29,205.5305449,-0.004370776,0.158425007,-0.027588927,0.977990013,0.990048173
10088,Btbd8,205.4431157,0.380901833,0.393511156,0.967956885,0.333065903,0.546279823
10089,Rps6ka5,205.3063295,-0.414029369,0.225868835,-1.83305222,0.066794806,0.168252041
10090,Enah,205.2457623,0.019523451,0.204239907,0.095590774,0.923845593,0.965895669
10091,Plbd1,205.042401,-1.036016578,0.160267636,-6.464290644,1.02E-10,1.31E-09
10092,Hmga2,204.9542212,0.808381442,0.171594388,4.711001636,2.47E-06,1.91E-05
10093,Npl,204.8585065,0.994164839,0.131545787,7.557557422,4.11E-14,7.11E-13
10094,Nqo1,204.7616717,1.19313329,0.142627826,8.365361273,5.99E-17,1.27E-15
10095,Tiam1,204.7340005,-1.547529973,0.267852859,-5.777537626,7.58E-09,8.19E-08
10096,Gm9755,204.614213,0.239921639,0.227167318,1.056145051,0.290901951,0.499122178
10097,Tm7sf2,204.2600925,0.487215164,0.177877764,2.739044796,0.006161798,0.023093683
10098,Mfsd4b3,204.1632747,-0.665353649,0.171745603,-3.874065116,0.000107035,0.000622719
10099,Cep44,204.1518543,0.243467197,0.173155757,1.406058922,0.159706629,0.328476545
10100,Tnfsf13b,204.1103624,0.27535626,0.176376207,1.5611871,0.118479612,0.263098416
10101,Gm14391,204.1038981,0.279226247,0.15862688,1.760270681,0.078361923,0.19078479
10102,Mpp7,204.0614443,0.428277934,0.175192266,2.444616676,0.014500617,0.04790629
10103,Xylb,203.8778628,0.059943062,0.203960853,0.293894935,0.768838188,0.885326204
10104,Rpusd2,203.7546343,0.556645767,0.191937896,2.900134778,0.003730022,0.01486957
10105,Bbs1,203.678941,0.771649974,0.171333992,4.503776298,6.68E-06,4.83E-05
10106,Birc5,203.4854399,-0.17545235,0.150316865,-1.167216665,0.243122883,0.44117045
10107,Cryz,203.3788743,1.029247337,0.316387658,3.253121012,0.001141449,0.00524575
10108,Gnb5,203.2470052,0.243961125,0.180729322,1.349870193,0.177057624,0.353986079
10109,Spag5,203.206741,0.106542013,0.191765295,0.555585478,0.578494261,0.761318984
10110,Mybl2,203.1849844,-0.815493934,0.140936116,-5.786266541,7.20E-09,7.80E-08
10111,Zfp560,203.0357415,0.002971121,0.158276947,0.018771659,0.985023262,0.992856117
10112,Rbm12b1,202.7472812,0.069229274,0.37553468,0.184348551,0.853740028,0.93173983
10113,Ephx1,202.507329,0.308527174,0.183330392,1.682902497,0.092393968,0.216768747
10114,Gm15821,202.430104,0.403945691,0.198964161,2.030243487,0.042331796,0.116759543
10115,Mtmr7,202.4245988,0.481358641,0.136873869,3.516804507,0.000436775,0.002225229
10116,C1qtnf12,202.3751245,0.230025076,0.125874403,1.827417406,0.067637034,0.169844497
10117,Rad1,202.3521097,-0.070726604,0.193042008,-0.366379344,0.714082031,0.851640724
10118,Epn2,202.0189178,0.055516677,0.124703309,0.445190085,0.656182391,0.814600519
10119,Gm21992,201.7358778,-0.390656376,0.180424266,-2.165209727,0.030371628,0.088975907
10120,9330159M07Rik,201.5635927,0.338187632,0.130321164,2.595032313,0.009458203,0.033243178
10121,2610020H08Rik,201.5378715,0.250177623,0.156952309,1.593972231,0.110942255,0.249758285
10122,Adal,201.5312502,0.167127005,0.191254032,0.873848273,0.382200888,0.593448521
10123,Aste1,201.5125442,-0.27615707,0.188359051,-1.46612052,0.142615456,0.302417624
10124,Fut4,201.3591464,0.114486124,0.19167099,0.597305436,0.550303476,0.739703523
10125,Fam120c,201.1146243,0.957043436,0.165799009,5.772310943,7.82E-09,8.43E-08
10126,Kif1a,201.031825,0.904943959,0.151620705,5.968472159,2.39E-09,2.73E-08
10127,Gm8225,200.9111384,0.33397986,0.142498874,2.343736842,0.019091637,0.060471417
10128,Gm5970,200.7993807,-0.338107365,0.178074623,-1.8986836,0.057606089,0.149386716
10129,Zfp961,200.6120057,-1.009767618,0.417103461,-2.420904434,0.015481947,0.050589117
10130,Zfyve9,200.5118446,0.547028053,0.159754843,3.424171949,0.000616676,0.003031262
10131,Raet1d,200.3895604,0.020700993,0.13291574,0.155745233,0.876233842,0.944496649
10132,Map6,200.3520613,1.169948345,0.179724081,6.509691635,7.53E-11,9.85E-10
10133,Rpl15-ps2,200.1240212,-0.046442762,0.18618645,-0.249442223,0.803018728,0.904630121
10134,Arsg,200.0356023,1.095455546,0.148111002,7.396179436,1.40E-13,2.31E-12
10135,Gm45138,199.8420801,-0.005226169,0.206154048,-0.025350796,0.979775157,0.99084347
10136,Arhgap28,199.7242615,-0.229812511,0.144804538,-1.587053238,0.112500587,0.252593205
10137,4933407K13Rik,199.7034007,0.419856092,0.312734218,1.342533271,0.17942315,0.357008513
10138,Ms4a4b,199.6228889,-1.162907646,0.150099989,-7.747553144,9.37E-15,1.71E-13
10139,Trmt10a,199.578522,-0.327212996,0.147141835,-2.223793087,0.026162369,0.078612556
10140,Zfp689,199.5246362,0.354238648,0.187914677,1.88510367,0.059415843,0.153159788
10141,Sell,199.0509134,-3.444607375,0.442675825,-7.781331572,7.18E-15,1.32E-13
10142,Zc3h8,198.7343208,0.274884864,0.127294572,2.15943901,0.030816124,0.090083196
10143,Gm20775,198.5990296,-0.467551389,0.135568222,-3.448827323,0.000563027,0.002790142
10144,Zfp438,198.5414967,-0.214086485,0.218150021,-0.981372742,0.326408963,0.538681549
10145,E230013L22Rik,198.5320006,-0.166880095,0.15473822,-1.078467206,0.280825309,0.487612967
10146,Gm13436,198.5161209,0.038865748,0.167492839,0.232044237,0.816503655,0.91089416
